Name,A/L_Subjects,Your_choise,Parent_Income,District,City,Degree_University,University_City
eggman,Maths,Computing,150000,Gampaha,Kiribathgoda,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
maverick_k1,Science,Computing,150000,Galle,Galle,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
jeya,Arts,Music & Drama,150000,Hambantota,Hambantota,Music - university of visual and performing arts,
icywhite88,Technology,Engineering,180000,Kandy,Katugastota,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
elbe,Arts,Business,180000,Gampaha,Nittambuwa,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
mymask,Maths,Engineering,180000,Matara,Matara,Civil Engineering - General Sir John Kotelawala Defence University,
ashokgre,Technology,Engineering,350000,Kandy,Peradeniya,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
sagar23,Science,Computing,200000,Gampaha,Negombo,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
shivchetan,Technology,Engineering,140000,Colombo,Thalawathugoda,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
vinayparekar,Science,Agriculture,250000,Colombo,Rathmalana,Food Science & Technology - Postgraduate Institute of Agriculture University of Peradeniya,
Raguram,Maths,Engineering,150000,Kalutara,Panadura,Civil Engineering - General Sir John Kotelawala Defence University,
Kitty1209,Maths,Architecture,175000,Colombo,Kottawa,Architects - General Sir John Kotelawala Defence University,
leoms,Science,Computing,175000,Colombo,Koswatta,Computer Science - Sri Lanka Institute of Information Technology(SLIIT),
parineeti,Arts,Business,175000,Colombo,Homagama,HR Management - NSBM Green University,
rsharsha,Arts,Humanities & Science,300000,Colombo,Kottawa,Law - Sri Lanka Institute of Information Technology(SLIIT),
nirmalkollara,Science,Agriculture,250000,Colombo,Moratuwa,Food Science & Technology - Postgraduate Institute of Agriculture University of Peradeniya,
asrivas2,Arts,Computing,250000,Colombo,Thalawathugoda,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
r4ravi2008,Arts,Computing,100000,Colombo,Rathmalana,Computer Science - General Sir John Kotelawala Defence University,
abhijit_ghawate,Maths,Computing,100000,Colombo,Kottawa,Computer Science - Informatics Institute of Technology Sri Lanka(IIT),
yashmodi,Science,Humanities & Science,100000,Colombo,Moratuwa,Physical Science - Sri Lanka Institute of Information Technology(SLIIT),
Elimathew,Arts,Hospitality & Culinary,100000,Colombo,Koswatta,Event Management - Sri Lanka Institute of Information Technology(SLIIT),
aelien,Maths,Engineering,100000,Colombo,Homagama,Electrical & Electronic Engineering - NSBM Green University,
sam2588,Arts,Hospitality & Culinary,175000,Gampaha,Negombo,Event Management - Sri Lanka Institute of Information Technology(SLIIT),
SwethaRegatte,Science,Humanities & Science,175000,Matara,Matara,Physical Science - Sri Lanka Institute of Information Technology(SLIIT),
sahilhirpara,Science,Computing,90000,Colombo,Kottawa,Computer Science - Informatics Institute of Technology Sri Lanka(IIT),
rushabh.sakhpara,Science,Business,120000,Colombo,Battaramulla,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
phanindrag,Science,Computing,120000,Galle,Hikkaduwa,Computer Science - General Sir John Kotelawala Defence University,
aditi.garg6,Science,Business,120000,Colombo,Koswatta,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
maruthy_jakkam,Science,Computing,140000,Kandy,Peradeniya,Networking & Mobile Computing - Horizon Campus,
pdschumy,Science,Humanities & Science,150000,Gampaha,Negombo,Physical Science - Sri Lanka Institute of Information Technology(SLIIT),
arjunmitrareddy,Science,Humanities & Science,150000,Kandy,Kandy,Physical Science - Sri Lanka Institute of Information Technology(SLIIT),
sam96,Science,Computing,150000,Colombo,Moratuwa,Computer Science - General Sir John Kotelawala Defence University,
NikhilParvatikar,Science,Computing,180000,Kalutara,Panadura,Computer Science - General Sir John Kotelawala Defence University,
RajithJ12,Science,Humanities & Science,180000,Colombo,Malabe,Physical Science - Sri Lanka Institute of Information Technology(SLIIT),
ramya7692,Science,Computing,180000,Gampaha,Nittambuwa,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
akankita,Science,Computing,220000,Gampaha,Kadawatha,Computer Science - Sri Lanka Institute of Information Technology(SLIIT),
winwish,Maths,Architecture,190000,Gampaha,Kiribathgoda,Architects - Sri Lanka Institute of Architects,
javier07,Maths,Architecture,90000,Kandy,Kandy,Architects - Sri Lanka Institute of Architects,
madster26,Maths,Architecture,100000,Matara,Weligama,Architects - Sri Lanka Institute of Architects,
pratikiyer,Maths,Engineering,170000,Kandy,Kandy,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
therani.arch,Maths,Computing,160000,Kandy,Kandy,Computer Science - General Sir John Kotelawala Defence University,
gowtham66,Science,Computing,160000,Matara,Matara,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),matara
ajnabee_asia,Arts,Computing,150000,Matara,Weligama,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),matara
haritg020,Science,Computing,175000,Matara,Matara,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),matara
dinusai,Science,Computing,175000,Matara,Matara,Computer Science - Informatics Institute of Technology Sri Lanka(IIT),
Pradyu,Arts,Music & Drama,175000,Matara,Matara,Music - university of visual and performing arts,
DeathMetal,Arts,Music & Drama,300000,Gampaha,Kiribathgoda,Music - university of visual and performing arts,
sharath.tadishetti,Arts,Hospitality & Culinary,250000,Gampaha,Kiribathgoda,Event Management - Sri Lanka Institute of Information Technology(SLIIT),
Reni,Arts,Business,250000,Gampaha,Kiribathgoda,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
mastermis,Arts,Humanities & Science,100000,Galle,Galle,Law - Sri Lanka Institute of Information Technology(SLIIT),
ananthK,Arts,Computing,100000,Hambantota,Hambantota,Computer Networks - NSBM Green University,
ankit.agrawal,Arts,Humanities & Science,100000,Colombo,Kottawa,Law - Sri Lanka Institute of Information Technology(SLIIT),
Maimoon,Arts,Computing,100000,Gampaha,Negombo,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
vinaykadam,Commerce,Business,100000,Matara,Matara,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
devganbhai,Commerce,Business,175000,Colombo,Koswatta,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
abhishekanand,Commerce,Business,175000,Colombo,Kottawa,HR Management - NSBM Green University,
efface,Commerce,Business,90000,Galle,Galle,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
chinnikrishna,Commerce,Business,120000,Colombo,Koswatta,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
JagvirSingh,Commerce,Business,120000,Colombo,Thalawathugoda,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
nitzee,Commerce,Computing,120000,Colombo,Rathmalana,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
divitejag,Commerce,Computing,140000,Kalutara,Panadura,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
char1,Maths,Computing,150000,Colombo,Kottawa,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
Kislayabhi,Maths,Computing,150000,Colombo,Koswatta,Computer Science - Informatics Institute of Technology Sri Lanka(IIT),
gavy786,Maths,Computing,150000,Colombo,Homagama,Computer System Engineering - NSBM Green University,
adityar92,Arts,Engineering,180000,Colombo,Kottawa,Civil Engineering - General Sir John Kotelawala Defence University,
anon11,Maths,Engineering,180000,Colombo,Moratuwa,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
Priyanshu511,Maths,Engineering,180000,Colombo,Thalawathugoda,Electrical & Electronic Engineering - Sri Lanka Institute of Information Technology(SLIIT),
vikranth.rachewad,Science,Engineering,100000,Colombo,Rathmalana,Electrical & Electronic Engineering - General Sir John Kotelawala Defence University,
mak2000,Science,Engineering,100000,Colombo,Kottawa,Civil Engineering - General Sir John Kotelawala Defence University,
kumarphoenix143,Arts,Business,100000,Colombo,Moratuwa,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
siddharthaP,Science,Computing,175000,Colombo,Koswatta,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
vinmay,Science,Computing,175000,Colombo,Homagama,Computer System Engineering - NSBM Green University,
spanny1989,Science,Engineering,150000,Kalutara,Kalutara,Civil Engineering - General Sir John Kotelawala Defence University,
gre18,Science,Hospitality & Culinary,150000,Kalutara,Aluthgama,Event Management - Sri Lanka Institute of Information Technology(SLIIT),
clawmuncini,Maths,Engineering,175000,Kalutara,Wadduwa,Civil Engineering - General Sir John Kotelawala Defence University,
shounakbapat,Science,Computing,175000,Gampaha,Kiribathgoda,Computer Science - Sri Lanka Institute of Information Technology(SLIIT),
hurricane_rox,Maths,Computing,175000,Galle,Galle,Information Technology - General Sir John Kotelawala Defence University,
anaggs,Science,Computing,300000,Hambantota,Hambantota,Computer Science - General Sir John Kotelawala Defence University,
atios,Science,Humanities & Science,250000,Colombo,Kottawa,Nursing - General Sir John Kotelawala Defence University,
sri_005,Science,Humanities & Science,250000,Gampaha,Negombo,Biotechnology - Sri Lanka Institute of Information Technology(SLIIT),
venisvl,Arts,Computing,100000,Matara,Matara,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),matara
rsathyadav,Science,Humanities & Science,100000,Colombo,Koswatta,Physical Science - Horizon Campus,
nroy347,Science,Humanities & Science,100000,Colombo,Kottawa,Physiotherapy - General Sir John Kotelawala Defence University,
ajex,Arts,Business,100000,Galle,Galle,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
curiousgally,Science,Business,100000,Colombo,Koswatta,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
nitit,Science,Business,175000,Colombo,Thalawathugoda,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
vnk,Arts,Business,175000,Colombo,Rathmalana,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
manish.edu86,Maths,Computing,90000,Kalutara,Panadura,Computer Science - General Sir John Kotelawala Defence University,
machbio,Maths,Computing,120000,Colombo,Kaduwela,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
prashant007lko,Maths,Business,120000,Colombo,Malabe,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
akshay2190,Maths,Business,120000,Matara,Matara,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
maxsjohn,Arts,Business,140000,Colombo,Rathmalana,Logistics Management - General Sir John Kotelawala Defence University,
amitiem,Maths,Business,150000,Colombo,Kaduwela,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
dhruvkp,Maths,Business,150000,Galle,Galle,Quality Management - Sri Lanka Institute of Information Technology(SLIIT),
hardik3490,Maths,Business,150000,Colombo,Rathmalana,Logistics Management - General Sir John Kotelawala Defence University,
ArafathC,Arts,Designing,180000,Colombo,Wellawatta,Fashion Design - National Institute of Business Management,
meghna_17,Maths,Business,180000,Colombo,Moratuwa,HND - IDM University,
arpitasoni92,Maths,Business,180000,Colombo,Moratuwa,Accounting & Finance - Asia Pacific Institute of Information Technology Sri Lanka,
userlcm,Maths,Computing,90000,Colombo,Moratuwa,Data Science - General Sir John Kotelawala Defence University,
aswinkumar72,Arts,Computing,85000,Kalutara,Panadura,Computer Science - General Sir John Kotelawala Defence University,
AgustaMir,Arts,Computing,80000,Colombo,Malabe,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
abh790,Arts,Computing,100000,Gampaha,Nittambuwa,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
anshul2007,Arts,Music & Drama,100000,Gampaha,Kadawatha,Visual Arts - university of visual and performing arts,
gaurav150888,Arts,Humanities & Science,100000,Gampaha,Kiribathgoda,Law - Sri Lanka Institute of Information Technology(SLIIT),
aviraldua,Arts,Hospitality & Culinary,100000,Kandy,Kandy,Commercial Cookery - Sri Lanka Institute of Information Technology(SLIIT),
ronz4u,Arts,Business,175000,Kurunagala,Polgasowita,Logistics Management - Sri Lanka Institute of Information Technology(SLIIT),
T.Sumitha,Arts,Computing,175000,Kandy,Kandy,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
srinivas.nks,Commerce,Humanities & Science,90000,Kandy,Kandy,Law - Sri Lanka Institute of Information Technology(SLIIT),
pradeepmsuresh,Commerce,Humanities & Science,120000,Matara,Matara,Law - Sri Lanka Institute of Information Technology(SLIIT),
aloksh589,Commerce,Business,120000,Matara,Matara,Business Management - Sri Lanka Institute of Information Technology(SLIIT),matara
milindhg,Arts,Computing,120000,Matara,Weligama,Data Science - General Sir John Kotelawala Defence University,
teemo,Commerce,Computing,140000,Matara,Matara,Data Science - General Sir John Kotelawala Defence University,
langireddy,Commerce,Business,150000,Matara,Matara,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
priyanka8929,Commerce,Business,150000,Gampaha,Kiribathgoda,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
Varunvasudevan,Maths,Engineering,150000,Gampaha,Kiribathgoda,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
wadz007,Arts,Business,180000,Gampaha,Kiribathgoda,Management Information System - Sri Lanka Institute of Information Technology(SLIIT),
heytul,Commerce,Business,180000,Galle,Galle,HR Management - NSBM Green University,
Srinivasa Prashanth,Science,Computing,180000,Hambantota,Hambantota,Data Science - General Sir John Kotelawala Defence University,
MuditGupta,Arts,Designing,90000,Hambantota,Hambantota,Fashion Design - National Institute of Business Management,
soumya190,Commerce,Computing,85000,Hambantota,Hambantota,Software Engineering - Asia Pacific Institute of Information Technology Sri Lanka,
sayname,Science,Business,100000,Colombo,Malabe,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
bey0ndGodlike,Maths,Business,100000,Kalutara,Panadura,Logistics Management - General Sir John Kotelawala Defence University,
